9.819269765571938535e+00,8.608237094596782768e+00,5.105410667367832112e+00
9.866119019157828518e+00,8.698153961757611796e+00,5.142378555397194795e+00
9.772301302689392344e+00,8.712923811983650069e+00,5.118763180667141199e+00
9.756863698772413329e+00,8.748187404756780694e+00,5.123453246425160756e+00
9.497762292490140368e+00,8.612044952663397979e+00,5.012575141764322950e+00
9.849668136219271730e+00,8.981381112594718275e+00,5.211514732706709729e+00
9.784639464893309935e+00,8.972255516890228932e+00,5.190344375090734985e+00
9.466231433524574967e+00,8.729070905974003480e+00,5.034353100106418566e+00
9.455264178232201999e+00,8.767939924096580739e+00,5.041522359045590207e+00
9.443164434621598602e+00,8.805893296163263884e+00,5.048162851634622861e+00
9.433031644405822647e+00,8.845821606980136309e+00,5.055931739693146909e+00
9.307981092213458041e+00,8.926032946515270794e+00,5.042034508227922096e+00
9.270012931228455599e+00,8.939448958734612205e+00,5.034970506397589141e+00
9.226143910058972608e+00,8.947002469294528026e+00,5.024694030184551963e+00
9.188831400205577538e+00,8.960745089434533739e+00,5.017981517431587157e+00
1.296699124377913570e+01,8.706887860900764053e+00,5.692256700088202059e+00
1.286214666737000023e+01,8.846520563782494406e+00,5.689257386174144671e+00
1.278996543824466769e+01,8.849588412481791622e+00,5.668238771144965327e+00
1.271855906954759519e+01,8.852803566677508229e+00,5.647527130018931807e+00
9.824693788569796027e+00,8.564589187573616869e+00,4.750055032887823714e+00
9.809434998597801325e+00,8.599615271599281741e+00,4.754269822562994463e+00
9.793520557494197476e+00,8.634149808177989271e+00,4.758223914514880803e+00
9.820342649241846189e+00,8.755757181460440464e+00,4.794939946549738430e+00
9.747624978281557162e+00,8.739903794292452233e+00,4.771332627569611518e+00
9.569585893725509607e+00,8.628598616535123611e+00,4.695961058882987871e+00
9.529054732862398680e+00,8.640419204920428697e+00,4.687893792232872059e+00
9.523451895919558652e+00,8.683922118166696791e+00,4.697049170106837757e+00
9.517670245031728982e+00,8.727451805487554282e+00,4.706199596912952643e+00
9.501338571389826626e+00,8.761444157978628411e+00,4.710203721368640295e+00
9.467781154381105679e+00,8.779547013315474047e+00,4.705703758569722339e+00
9.428561295781213047e+00,8.792275648889642525e+00,4.698395540254720615e+00
9.611189938258526411e+00,9.012889474939592915e+00,4.801925444445408253e+00
9.470642177500854686e+00,8.930925353602438221e+00,4.744147161460002593e+00
9.431183900307649637e+00,8.943604659989757621e+00,4.736873716320294747e+00
9.386003576874948351e+00,8.950673682697479094e+00,4.726717106470436747e+00
9.310067254904941692e+00,8.978074965487669701e+00,4.713654554289416154e+00
9.444118108994848271e+00,9.158381753547347515e+00,4.794453919995345537e+00
9.228289677398780810e+00,8.999223928385550408e+00,4.697624893613771668e+00
2.667474905697995524e+01,8.277625522284621340e+00,9.450380800970906492e+00
2.624088682179968757e+01,8.223395459395982598e+00,9.304770752426046343e+00
2.641272702292960872e+01,8.358319946578863124e+00,9.373943575854607246e+00
2.606147683033209361e+01,8.327303045992705322e+00,9.257500900509443298e+00
2.623510517091186145e+01,8.544556183925912762e+00,9.335982982247969630e+00
2.650159755358681224e+01,8.795363907831710293e+00,9.448150045299897215e+00
2.677697102886265768e+01,8.969843743359096067e+00,9.555217002911929214e+00
1.909297818499673838e+01,8.677036337320668480e+00,7.096247120279008058e+00
1.882809512782663930e+01,8.747700420098635021e+00,7.024790227016424637e+00
1.884400956893024315e+01,8.819159245618777732e+00,7.039889148949194819e+00
1.634889938526746178e+01,8.736834542604016818e+00,6.272250399958982925e+00
1.596921777541743559e+01,8.764639265758855657e+00,6.163762732874600303e+00
1.604753828332055932e+01,8.924609637161315945e+00,6.213134840689704674e+00
1.336908420140053089e+01,8.708547998858273687e+00,5.398704898500052529e+00
1.334005673766474054e+01,8.742795738214566015e+00,5.396821070369166584e+00
1.308888274961010900e+01,8.630528003900233003e+00,5.304936304854389384e+00
1.304799396085703123e+01,8.655942289241473020e+00,5.298140322368869448e+00
1.302874165944705531e+01,8.695662778744065236e+00,5.300162345905603090e+00
1.300633031167568809e+01,8.733302689621494252e+00,5.300945808089808864e+00
1.297915059203807076e+01,8.767737464886094401e+00,5.299826541931615509e+00
1.289838629355348765e+01,8.765734273327801418e+00,5.276822615691589391e+00
1.293778496609836282e+01,8.845425674644172176e+00,5.303025638097699890e+00
1.291531401367866927e+01,8.883088800376672367e+00,5.303962196684218533e+00
1.285314636547245648e+01,8.893304339955136584e+00,5.288610030448189114e+00
1.278185920607204373e+01,8.896863878174315232e+00,5.269480112393717164e+00
1.271134690709989634e+01,8.900580925150025635e+00,5.250636923644485421e+00
1.292353945514794944e+01,9.157150367474812924e+00,5.359328832403162934e+00
9.878993623196699048e+00,8.758655249083268757e+00,4.467291479172771140e+00
9.772182093392736135e+00,8.712817525707031052e+00,4.429976349936046276e+00
9.696603399312701654e+00,8.694156887470096962e+00,4.406703601145275151e+00
9.680092911725814986e+00,8.728239365176092335e+00,4.410260002055082396e+00
9.556472871093324883e+00,8.665280454517061415e+00,4.364946242960114020e+00
9.540320011396410393e+00,8.699303242855737750e+00,4.368647287361218545e+00
9.524703593534447066e+00,8.733901199983094443e+00,4.372647655312898785e+00
9.505630106069450136e+00,8.765401499480041991e+00,4.375111580505048003e+00
9.477854339948555307e+00,8.788887956544009228e+00,4.373606721081540805e+00
9.253562048289898812e+00,8.629086210541252910e+00,4.281208844961599702e+00
9.417415226543857543e+00,8.831177317450064734e+00,4.368409050019650408e+00
9.318590719615860607e+00,8.787539066292019641e+00,4.333933939858307660e+00
9.319425184692455844e+00,8.837623716310151423e+00,4.345783087193061611e+00
9.512007803440560849e+00,9.070833738613949038e+00,4.447381845474492224e+00
9.291470604626574925e+00,8.910199958168654177e+00,4.355885414223735097e+00
9.463906852239777123e+00,9.126428720591311716e+00,4.448654891045053184e+00
9.465218154502997194e+00,9.178843406986095133e+00,4.461302718761325004e+00
9.408593738591298106e+00,9.175052459846014585e+00,4.446672644108308425e+00
9.218037677886348646e+00,9.039584844537275288e+00,4.368525814161817067e+00
2.671170393894337991e+01,8.125822091584351980e+00,8.730435129510910386e+00
2.674538056524876239e+01,8.217735040023375959e+00,8.748908270506364104e+00
2.667689482431976344e+01,8.278291390160603669e+00,8.734033396214012868e+00
2.634179749141916460e+01,8.255018946360760168e+00,8.631836024815383368e+00
2.645063557926628661e+01,8.370316127143624385e+00,8.675126367276783768e+00
2.630382933043416216e+01,8.404740818435250560e+00,8.634641762951639876e+00
2.641731658085087275e+01,8.603900929046373491e+00,8.687534616041704183e+00
2.641397872054449536e+01,8.684474325349155421e+00,8.694378387050246459e+00
2.631992258548275032e+01,8.735069525419934422e+00,8.671414375370918748e+00
2.662569443140592895e+01,8.919168577756860117e+00,8.780326281343267425e+00
2.639609732604606762e+01,8.924317612851847770e+00,8.712796644579672289e+00
2.630341209789586543e+01,8.974908142502057373e+00,8.690441997142448471e+00
1.906019562841628101e+01,8.470206532429600088e+00,6.521956066470426805e+00
1.908296460407761685e+01,8.544217933319464109e+00,6.537885933221185830e+00
1.905197018694700262e+01,8.594289455594358529e+00,6.535464087816385437e+00
1.928812380362294832e+01,8.765722639032317076e+00,6.624843832090661522e+00
1.899588221287025291e+01,8.696993903537917348e+00,6.532784544628149170e+00
1.896518581898127565e+01,8.747084263464238063e+00,6.530602841897415800e+00
1.887470596281921686e+01,8.769356228510346796e+00,6.507853626272403602e+00
1.891112440294768859e+01,8.850569567651250580e+00,6.528906688111216994e+00
1.869404427373673272e+01,8.812695524225405919e+00,6.462432711120213114e+00
1.885968559144053458e+01,8.955237129576099520e+00,6.528313654628376206e+00
1.884061210397553765e+01,9.010741600153329145e+00,6.530396019189470991e+00
1.901269072369877478e+01,9.158365348851031484e+00,6.598879566719080714e+00
1.634687282722430623e+01,8.329147725119726786e+00,5.736795143304622258e+00
1.633250810697723310e+01,8.379360336542958976e+00,5.739943493593386847e+00
1.630002357363841625e+01,8.478024853389147353e+00,5.745078503556968030e+00
1.621383525215597743e+01,8.490806549809196468e+00,5.723035491574914424e+00
1.623708106500393811e+01,8.560841685513697286e+00,5.739656554078260697e+00
1.618003941655394229e+01,8.588595647373811204e+00,5.727948630942755415e+00
1.603317356307348618e+01,8.568110997102104776e+00,5.684404390098808157e+00
1.595252847388556106e+01,8.582370030525609650e+00,5.664287488147732752e+00
1.601004695952218526e+01,8.671050356145302729e+00,5.693286234168826176e+00
1.600605344808420227e+01,8.726783636807068589e+00,5.700509974355346898e+00
1.592975949822422699e+01,8.742982753178809574e+00,5.682011307987451687e+00
1.599526500673681184e+01,8.837146940547212282e+00,5.714156739308036137e+00
1.608574486289887773e+01,8.945857681707938269e+00,5.755381813083500830e+00
1.605481005041659159e+01,8.987445084620395264e+00,5.753270913669398468e+00
1.603347158631512670e+01,9.034396935332745571e+00,5.754642606647498937e+00
1.600271558777783198e+01,9.076036201738467923e+00,5.752678141746051743e+00
1.597225761248216358e+01,9.117805654642006985e+00,5.750859680372605531e+00
1.348882993989169066e+01,8.840298600756213432e+00,5.042956564207955239e+00
1.309269744710310768e+01,8.633043333448945589e+00,4.903851768518368459e+00
1.290911513025254642e+01,8.563811104438961763e+00,4.844029608257207187e+00
1.281583385561906141e+01,8.553563525152002356e+00,4.817970912457012922e+00
1.282161550650689108e+01,8.609273062037345881e+00,4.829163837309335072e+00
1.296389180206607605e+01,8.757429774597920158e+00,4.891942994330069183e+00
1.293957310554820950e+01,8.793724801855519857e+00,4.892013759449471699e+00
1.283890085452203955e+01,8.777819661586793387e+00,4.863201325498962113e+00
1.281249599531268579e+01,8.812371078263490531e+00,4.862502060775547363e+00
1.268982962905345069e+01,8.780302791580638200e+00,4.825235208594950365e+00
1.314932186301480854e+01,9.152637720337979843e+00,5.009653655575065478e+00
1.293909626836158289e+01,9.114006715818771198e+00,4.948877347654144998e+00
1.289612131691701968e+01,9.137722871203516561e+00,4.942181006154791056e+00
1.299172717283530076e+01,9.260068334119445410e+00,4.988710556968564802e+00
1.282811241317465445e+01,9.197579240019914337e+00,4.935727309031224586e+00
1.276010350943228566e+01,9.257154190682268080e+00,4.929376297392373374e+00
9.621203519177647934e+00,8.578205956371160568e+00,4.030601513725873275e+00
9.756982908069069538e+00,8.748294290053094002e+00,4.097701863338745198e+00
9.736002071857576823e+00,8.778650919774380057e+00,4.099170011661569468e+00
9.487927525516004934e+00,8.603127330525476069e+00,4.004822131750532144e+00
9.403408134186753031e+00,8.574460686634072459e+00,3.979238148230048733e+00
9.541333290417988167e+00,8.749150192053052777e+00,4.047927133842767589e+00
9.426117505199760771e+00,8.692080755551060633e+00,4.009328838220381996e+00
9.147823402155840000e+00,8.482847704139258482e+00,3.901019091780431935e+00
9.311020929278189584e+00,8.682667483895421867e+00,3.980937698318226303e+00
9.215534282656568266e+00,8.641863544021266108e+00,3.950414832593688974e+00
9.246826723028821249e+00,8.719864785648450578e+00,3.974251754302181805e+00
9.278357581994390202e+00,8.798679252206015988e+00,3.998348367757350807e+00
9.238839700152855272e+00,8.810335377088318154e+00,3.991905561110860923e+00
9.228706909937079317e+00,8.850011738930421146e+00,3.998190183806138887e+00
9.160638401546384202e+00,8.833974669461003515e+00,3.979372598341794021e+00
9.114146775850461069e+00,8.838393862482643470e+00,3.969882828389728502e+00
9.172261307970364541e+00,8.944586302080480777e+00,4.006060158703272478e+00
9.175539563628408501e+00,8.997909455154882608e+00,4.018450704377134031e+00
9.090543335112533541e+00,8.964493352557502348e+00,3.992174377193858259e+00
9.046316686053081924e+00,8.970846129531393487e+00,3.983737899255285875e+00
9.010613501704542116e+00,8.985486190004548845e+00,3.979049645485938314e+00
2.631205477190344055e+01,8.084592176453632817e+00,7.910655632318410291e+00
2.655190387677573582e+01,8.239504586384683194e+00,7.989652162483384501e+00
2.627623237825824987e+01,8.234472085367697147e+00,7.913589207529517111e+00
2.636832155992517102e+01,8.344267816829258777e+00,7.948310369486473625e+00
2.636873879246346775e+01,8.425481038354073249e+00,7.955497392348436669e+00
2.637744107111937097e+01,8.509514456033796748e+00,7.965261202525174333e+00
2.637368597827470396e+01,8.589690803620081638e+00,7.971339601710970335e+00
2.646356978795348169e+01,8.700779038707050717e+00,8.005819139693683084e+00
2.644062199834716154e+01,8.775127309010436250e+00,8.006258965357652357e+00
2.639943518635244146e+01,8.843375461670930804e+00,8.001234152214312445e+00
2.636498369961879717e+01,8.913798334911067656e+00,7.998305668763977749e+00
2.633106865472010938e+01,8.984344753087469826e+00,7.995596975891216651e+00
2.629679598193144585e+01,9.054712997623713733e+00,7.992836827231195151e+00
2.625608600712334706e+01,9.122788429767130225e+00,7.988175264853646595e+00
2.629929937716122623e+01,9.220190934363971635e+00,8.009124813596828929e+00
1.934552307996291631e+01,8.532392321447103356e+00,6.076404853546669926e+00
1.937186833452394197e+01,8.608711521712990589e+00,6.092207083158159620e+00
1.910668725411220237e+01,8.554839526769784541e+00,6.016300537710751684e+00
1.908624285973566259e+01,8.609749760616482561e+00,6.017410207727038163e+00
1.927662010649562774e+01,8.760494643848948826e+00,6.085120492415919458e+00
1.882982366262815077e+01,8.620966363310941460e+00,5.951655069221038374e+00
1.887428873028092013e+01,8.705160893888294282e+00,5.973369754426974154e+00
1.875716559631619518e+01,8.714745929037331251e+00,5.943981205801072143e+00
1.892584675108472680e+01,8.857459753745407838e+00,6.005249596422666869e+00
1.894337051769318947e+01,8.930232224257398599e+00,6.018699416223904031e+00
1.896411293531137332e+01,9.004822878110507745e+00,6.033255675585057709e+00
1.888340824147512009e+01,9.031209350052600726e+00,6.015580269424061655e+00
1.881694905858928379e+01,9.064077080603411218e+00,6.002448758933667250e+00
1.898449772503958499e+01,9.210188855489761295e+00,6.064076121663068086e+00
1.897162312100071802e+01,9.269479820822033034e+00,6.068208382501667941e+00
