frame;intention_direction;intention_proximity
6052;left;769
6053;left;769
6054;left;769
6055;left;769
6056;left;769
6057;left;769
6058;left;769
6059;left;769
6060;left;769
6061;left;769
6062;left;769
6063;left;769
6064;left;769
6065;left;769
6066;left;769
6067;left;769
6068;left;769
6069;left;769
6070;left;769
6071;left;769
6072;left;769
6073;left;769
6074;left;769
6075;left;769
6076;left;769
6077;left;769
6078;left;769
6079;left;769
6080;left;769
6081;left;769
6082;left;769
6083;left;769
6084;left;769
6085;left;769
6086;left;769
6087;left;769
6088;left;769
6089;left;769
6090;left;769
6091;left;769
6092;left;769
6093;left;769
6094;left;769
6095;left;769
6096;left;769
6097;left;769
6098;left;769
6099;left;769
6100;left;769
6101;left;769
6102;left;769
6103;left;769
6104;left;769
6105;left;769
6106;left;769
6107;left;769
6108;left;769
6109;left;769
6110;left;769
6111;left;769
6112;left;769
6113;left;769
6114;left;769
6115;left;769
6116;left;769
6117;left;769
6118;left;769
6119;left;769
6120;left;769
6121;left;769
6122;left;769
6123;left;769
6124;left;769
6125;left;769
6126;left;769
6127;left;769
6128;left;769
6129;left;769
6130;left;769
6131;left;769
6132;left;769
6133;left;769
6134;left;769
6135;left;769
6136;left;769
6137;left;769
6138;left;769
6139;left;769
6140;left;769
6141;left;769
6142;left;769
6143;left;769
6144;left;769
6145;left;769
6146;left;769
6147;left;769
6148;left;769
6149;left;769
6150;left;769
6151;left;769
6152;left;769
6153;left;769
6154;left;769
6155;left;769
6156;left;769
6157;left;769
6158;left;769
6159;left;769
6160;left;769
6161;left;769
6162;left;769
6163;left;769
6164;left;769
6165;left;769
6166;left;769
6167;left;768
6168;left;768
6169;left;768
6170;left;768
6171;left;767
6172;left;767
6173;left;767
6174;left;766
6175;left;766
6176;left;765
6177;left;764
6178;left;764
6179;left;763
6180;left;762
6181;left;762
6182;left;761
6183;left;761
6184;left;760
6185;left;759
6186;left;759
6187;left;758
6188;left;758
6189;left;757
6190;left;756
6191;left;756
6192;left;755
6193;left;755
6194;left;754
6195;left;754
6196;left;753
6197;left;752
6198;left;752
6199;left;751
6200;left;750
6201;left;750
6202;left;749
6203;left;749
6204;left;748
6205;left;748
6206;left;747
6207;left;746
6208;left;746
6209;left;745
6210;left;745
6211;left;744
6212;left;743
6213;left;743
6214;left;742
6215;left;742
6216;left;741
6217;left;740
6218;left;740
6219;left;739
6220;left;739
6221;left;738
6222;left;738
6223;left;737
6224;left;736
6225;left;736
6226;left;735
6227;left;735
6228;left;734
6229;left;733
6230;left;733
6231;left;732
6232;left;731
6233;left;731
6234;left;730
6235;left;730
6236;left;729
6237;left;729
6238;left;728
6239;left;728
6240;left;727
6241;left;726
6242;left;726
6243;left;725
6244;left;724
6245;left;724
6246;left;723
6247;left;722
6248;left;722
6249;left;721
6250;left;720
6251;left;720
6252;left;719
6253;left;718
6254;left;718
6255;left;717
6256;left;716
6257;left;715
6258;left;714
6259;left;713
6260;left;711
6261;left;710
6262;left;709
6263;left;708
6264;left;707
6265;left;705
6266;left;704
6267;left;702
6268;left;701
6269;left;700
6270;left;698
6271;left;697
6272;left;696
6273;left;694
6274;left;693
6275;left;691
6276;left;690
6277;left;688
6278;left;687
6279;left;685
6280;left;684
6281;left;682
6282;left;681
6283;left;680
6284;left;678
6285;left;677
6286;left;675
6287;left;674
6288;left;673
6289;left;671
6290;left;670
6291;left;668
6292;left;667
6293;left;666
6294;left;664
6295;left;663
6296;left;662
6297;left;660
6298;left;659
6299;left;657
6300;left;656
6301;left;655
6302;left;653
6303;left;652
6304;left;650
6305;left;649
6306;left;647
6307;left;646
6308;left;645
6309;left;643
6310;left;642
6311;left;641
6312;left;639
6313;left;638
6314;left;636
6315;left;635
6316;left;634
6317;left;632
6318;left;631
6319;left;629
6320;left;628
6321;left;626
6322;left;625
6323;left;624
6324;left;622
6325;left;621
6326;left;619
6327;left;618
6328;left;616
6329;left;615
6330;left;614
6331;left;612
6332;left;611
6333;left;610
6334;left;608
6335;left;607
6336;left;606
6337;left;604
6338;left;603
6339;left;602
6340;left;600
6341;left;599
6342;left;597
6343;left;596
6344;left;595
6345;left;593
6346;left;592
6347;left;590
6348;left;589
6349;left;588
6350;left;587
6351;left;586
6352;left;585
6353;left;584
6354;left;584
6355;left;583
6356;left;583
6357;left;583
6358;left;583
6359;left;583
6360;left;583
6361;left;583
6362;left;583
6363;left;583
6364;left;583
6365;left;583
6366;left;583
6367;left;583
6368;left;583
6369;left;583
6370;left;583
6371;left;583
6372;left;583
6373;left;583
6374;left;583
6375;left;583
6376;left;583
6377;left;583
6378;left;583
6379;left;583
6380;left;583
6381;left;583
6382;left;583
6383;left;583
6384;left;583
6385;left;583
6386;left;583
6387;left;583
6388;left;583
6389;left;583
6390;left;583
6391;left;583
6392;left;583
6393;left;583
6394;left;583
6395;left;583
6396;left;583
6397;left;583
6398;left;583
6399;left;583
6400;left;583
6401;left;583
6402;left;583
6403;left;583
6404;left;583
6405;left;583
6406;left;583
6407;left;583
6408;left;583
6409;left;583
6410;left;583
6411;left;583
6412;left;583
6413;left;583
6414;left;583
6415;left;583
6416;left;583
6417;left;583
6418;left;583
6419;left;583
6420;left;583
6421;left;583
6422;left;583
6423;left;583
6424;left;583
6425;left;583
6426;left;583
6427;left;583
6428;left;583
6429;left;583
6430;left;583
6431;left;583
6432;left;583
6433;left;583
6434;left;583
6435;left;583
6436;left;583
6437;left;583
6438;left;583
6439;left;583
6440;left;583
6441;left;583
6442;left;583
6443;left;583
6444;left;583
6445;left;583
6446;left;583
6447;left;583
6448;left;583
6449;left;583
6450;left;583
6451;left;583
6452;left;583
6453;left;583
6454;left;583
6455;left;583
6456;left;583
6457;left;583
6458;left;583
6459;left;583
6460;left;583
6461;left;583
6462;left;583
6463;left;583
6464;left;583
6465;left;583
6466;left;583
6467;left;583
6468;left;583
6469;left;583
6470;left;583
6471;left;583
6472;left;583
6473;left;583
6474;left;583
6475;left;583
6476;left;583
6477;left;583
6478;left;583
6479;left;583
6480;left;583
6481;left;583
6482;left;583
6483;left;583
6484;left;583
6485;left;583
6486;left;583
6487;left;583
6488;left;583
6489;left;583
6490;left;583
6491;left;583
6492;left;583
6493;left;583
6494;left;583
6495;left;583
6496;left;583
6497;left;583
6498;left;583
6499;left;583
6500;left;583
6501;left;583
6502;left;583
6503;left;583
6504;left;583
6505;left;583
6506;left;583
6507;left;583
6508;left;583
6509;left;583
6510;left;583
6511;left;583
6512;left;583
6513;left;583
6514;left;583
6515;left;583
6516;left;583
6517;left;583
6518;left;583
6519;left;583
6520;left;583
6521;left;583
6522;left;583
6523;left;583
6524;left;583
6525;left;583
6526;left;583
6527;left;583
6528;left;583
6529;left;583
6530;left;583
6531;left;583
6532;left;583
6533;left;583
6534;left;583
6535;left;583
6536;left;583
6537;left;583
6538;left;583
6539;left;583
6540;left;583
6541;left;583
6542;left;583
6543;left;583
6544;left;583
6545;left;583
6546;left;583
6547;left;583
6548;left;583
6549;left;583
6550;left;583
6551;left;583
6552;left;583
6553;left;583
6554;left;583
6555;left;583
6556;left;583
6557;left;583
6558;left;583
6559;left;583
6560;left;583
6561;left;583
6562;left;583
6563;left;583
6564;left;583
6565;left;583
6566;left;583
6567;left;583
6568;left;583
6569;left;583
6570;left;583
6571;left;583
6572;left;583
6573;left;583
6574;left;583
6575;left;583
6576;left;583
6577;left;583
6578;left;583
6579;left;583
6580;left;583
6581;left;583
6582;left;583
6583;left;583
6584;left;583
6585;left;583
6586;left;583
6587;left;583
6588;left;583
6589;left;583
6590;left;583
6591;left;583
6592;left;583
6593;left;583
6594;left;583
6595;left;583
6596;left;583
6597;left;583
6598;left;583
6599;left;583
6600;left;583
6601;left;583
6602;left;583
6603;left;583
6604;left;583
6605;left;583
6606;left;583
6607;left;583
6608;left;583
6609;left;583
6610;left;583
6611;left;583
6612;left;583
6613;left;583
6614;left;583
6615;left;583
6616;left;583
6617;left;583
6618;left;583
6619;left;583
6620;left;583
6621;left;583
6622;left;583
6623;left;583
6624;left;583
6625;left;583
6626;left;583
6627;left;583
6628;left;583
6629;left;583
6630;left;583
6631;left;583
6632;left;583
6633;left;583
6634;left;583
6635;left;583
6636;left;583
6637;left;583
6638;left;583
6639;left;583
6640;left;583
6641;left;583
6642;left;583
6643;left;583
6644;left;583
6645;left;583
6646;left;583
6647;left;583
6648;left;583
6649;left;583
6650;left;583
6651;left;583
6652;left;582
6653;left;582
6654;left;582
6655;left;582
6656;left;581
6657;left;581
6658;left;580
6659;left;580
6660;left;579
6661;left;578
6662;left;578
6663;left;577
6664;left;577
6665;left;576
6666;left;575
6667;left;575
6668;left;574
6669;left;573
6670;left;573
6671;left;572
6672;left;572
6673;left;571
6674;left;571
6675;left;570
6676;left;569
6677;left;569
6678;left;568
6679;left;568
6680;left;567
6681;left;566
6682;left;566
6683;left;565
6684;left;565
6685;left;564
6686;left;563
6687;left;563
6688;left;562
6689;left;562
6690;left;561
6691;left;561
6692;left;560
6693;left;559
6694;left;559
6695;left;558
6696;left;557
6697;left;557
6698;left;556
6699;left;556
6700;left;555
6701;left;554
6702;left;554
6703;left;553
6704;left;553
6705;left;552
6706;left;552
6707;left;551
6708;left;550
6709;left;550
6710;left;549
6711;left;549
6712;left;548
6713;left;548
6714;left;547
6715;left;546
6716;left;546
6717;left;545
6718;left;545
6719;left;544
6720;left;544
6721;left;543
6722;left;542
6723;left;542
6724;left;541
6725;left;541
6726;left;540
6727;left;540
6728;left;539
6729;left;539
6730;left;538
6731;left;537
6732;left;537
6733;left;536
6734;left;535
6735;left;535
6736;left;534
6737;left;534
6738;left;533
6739;left;532
6740;left;532
6741;left;531
6742;left;531
6743;left;530
6744;left;530
6745;left;529
6746;left;528
6747;left;528
6748;left;527
6749;left;526
6750;left;526
6751;left;525
6752;left;525
6753;left;524
6754;left;524
6755;left;523
6756;left;523
6757;left;522
6758;left;522
6759;left;522
6760;left;522
6761;left;522
6762;left;522
6763;left;522
6764;left;522
6765;left;522
6766;left;522
6767;left;522
6768;left;522
6769;left;522
6770;left;522
6771;left;522
6772;left;522
6773;left;522
6774;left;522
6775;left;522
6776;left;522
6777;left;522
6778;left;522
6779;left;522
6780;left;522
6781;left;522
6782;left;522
6783;left;522
6784;left;522
6785;left;522
6786;left;522
6787;left;522
6788;left;522
6789;left;522
6790;left;522
6791;left;522
6792;left;522
6793;left;522
6794;left;522
6795;left;522
6796;left;522
6797;left;522
6798;left;522
6799;left;522
6800;left;522
6801;left;522
6802;left;522
6803;left;522
6804;left;522
6805;left;522
6806;left;522
6807;left;522
6808;left;522
6809;left;522
6810;left;522
6811;left;522
6812;left;522
6813;left;522
6814;left;522
6815;left;522
6816;left;522
6817;left;522
6818;left;522
6819;left;522
6820;left;522
6821;left;522
6822;left;522
6823;left;522
6824;left;522
6825;left;522
6826;left;522
6827;left;522
6828;left;522
6829;left;522
6830;left;522
6831;left;522
6832;left;522
6833;left;522
6834;left;522
6835;left;522
6836;left;522
6837;left;522
6838;left;522
6839;left;522
6840;left;522
6841;left;522
6842;left;522
6843;left;522
6844;left;522
6845;left;522
6846;left;522
6847;left;522
6848;left;522
6849;left;522
6850;left;522
6851;left;522
6852;left;522
6853;left;522
6854;left;522
6855;left;522
6856;left;522
6857;left;522
6858;left;522
6859;left;522
6860;left;522
6861;left;522
6862;left;522
6863;left;522
6864;left;522
6865;left;522
6866;left;522
6867;left;522
6868;left;522
6869;left;522
6870;left;522
6871;left;522
6872;left;522
6873;left;522
6874;left;522
6875;left;522
6876;left;522
6877;left;522
6878;left;522
6879;left;522
6880;left;522
6881;left;522
6882;left;522
6883;left;522
6884;left;522
6885;left;522
6886;left;522
6887;left;522
6888;left;522
6889;left;522
6890;left;522
6891;left;522
6892;left;522
6893;left;522
6894;left;522
6895;left;522
6896;left;522
6897;left;522
6898;left;522
6899;left;522
6900;left;522
6901;left;522
6902;left;522
6903;left;522
6904;left;522
6905;left;522
6906;left;522
6907;left;522
6908;left;522
6909;left;522
6910;left;522
6911;left;522
6912;left;522
6913;left;522
6914;left;522
6915;left;522
6916;left;522
6917;left;522
6918;left;522
6919;left;522
6920;left;522
6921;left;522
6922;left;522
6923;left;522
6924;left;522
6925;left;522
6926;left;522
6927;left;522
6928;left;522
6929;left;522
6930;left;522
6931;left;522
6932;left;522
6933;left;522
6934;left;522
6935;left;522
6936;left;522
6937;left;522
6938;left;522
6939;left;522
6940;left;522
6941;left;522
6942;left;522
6943;left;522
6944;left;522
6945;left;522
6946;left;522
6947;left;522
6948;left;522
6949;left;522
6950;left;522
6951;left;522
6952;left;522
6953;left;522
6954;left;522
6955;left;522
6956;left;522
6957;left;522
6958;left;522
6959;left;522
6960;left;522
6961;left;522
6962;left;522
6963;left;522
6964;left;522
6965;left;522
6966;left;522
6967;left;522
6968;left;522
6969;left;522
6970;left;522
6971;left;522
6972;left;522
6973;left;522
6974;left;522
6975;left;522
6976;left;522
6977;left;522
6978;left;522
6979;left;522
6980;left;522
6981;left;522
6982;left;522
6983;left;522
6984;left;522
6985;left;522
6986;left;522
6987;left;522
6988;left;522
6989;left;522
6990;left;522
6991;left;522
6992;left;522
6993;left;522
6994;left;522
6995;left;522
6996;left;522
6997;left;522
6998;left;522
6999;left;522
7000;left;522
7001;left;522
7002;left;522
7003;left;522
7004;left;522
7005;left;522
7006;left;522
7007;left;522
7008;left;522
7009;left;522
7010;left;522
7011;left;522
7012;left;522
7013;left;522
7014;left;522
7015;left;522
7016;left;522
7017;left;522
7018;left;522
7019;left;522
7020;left;522
7021;left;522
7022;left;522
7023;left;522
7024;left;522
7025;left;522
7026;left;522
7027;left;522
7028;left;522
7029;left;522
7030;left;522
7031;left;522
7032;left;522
7033;left;522
7034;left;522
7035;left;522
7036;left;522
7037;left;522
7038;left;522
7039;left;522
7040;left;522
7041;left;522
7042;left;522
7043;left;522
7044;left;522
7045;left;522
7046;left;522
7047;left;522
7048;left;522
7049;left;522
7050;left;522
7051;left;522
7052;left;522
7053;left;522
7054;left;522
7055;left;522
7056;left;522
7057;left;522
7058;left;522
7059;left;522
7060;left;522
7061;left;522
7062;left;522
7063;left;522
7064;left;522
7065;left;522
7066;left;522
7067;left;522
7068;left;522
7069;left;522
7070;left;522
7071;left;522
7072;left;522
7073;left;522
7074;left;522
7075;left;522
7076;left;522
7077;left;522
7078;left;522
7079;left;522
7080;left;522
7081;left;522
7082;left;522
7083;left;522
7084;left;522
7085;left;522
7086;left;522
7087;left;522
7088;left;522
7089;left;522
7090;left;522
7091;left;522
7092;left;522
7093;left;522
7094;left;522
7095;left;522
7096;left;522
7097;left;522
7098;left;522
7099;left;522
7100;left;522
7101;left;522
7102;left;522
7103;left;522
7104;left;522
7105;left;522
7106;left;521
7107;left;521
7108;left;521
7109;left;520
7110;left;520
7111;left;519
7112;left;519
7113;left;518
7114;left;518
7115;left;517
7116;left;516
7117;left;516
7118;left;515
7119;left;515
7120;left;514
7121;left;513
7122;left;513
7123;left;512
7124;left;511
7125;left;511
7126;left;510
7127;left;510
7128;left;509
7129;left;509
7130;left;508
7131;left;508
7132;left;507
7133;left;506
7134;left;506
7135;left;505
7136;left;504
7137;left;504
7138;left;503
7139;left;503
7140;left;502
7141;left;501
7142;left;501
7143;left;500
7144;left;500
7145;left;499
7146;left;499
7147;left;498
7148;left;497
7149;left;497
7150;left;496
7151;left;496
7152;left;495
7153;left;494
7154;left;494
7155;left;493
7156;left;493
7157;left;492
7158;left;491
7159;left;491
7160;left;490
7161;left;490
7162;left;489
7163;left;489
7164;left;488
7165;left;487
7166;left;487
7167;left;486
7168;left;486
7169;left;485
7170;left;485
7171;left;484
7172;left;483
7173;left;483
7174;left;482
7175;left;482
7176;left;481
7177;left;481
7178;left;480
7179;left;479
7180;left;479
7181;left;478
7182;left;478
7183;left;477
7184;left;477
7185;left;476
7186;left;475
7187;left;475
7188;left;474
7189;left;473
7190;left;473
7191;left;472
7192;left;472
7193;left;471
7194;left;471
7195;left;470
7196;left;469
7197;left;469
7198;left;468
7199;left;468
7200;left;467
7201;left;466
7202;left;466
7203;left;465
7204;left;465
7205;left;464
7206;left;463
7207;left;463
7208;left;462
7209;left;462
7210;left;461
7211;left;461
7212;left;460
7213;left;459
7214;left;459
7215;left;458
7216;left;458
7217;left;457
7218;left;457
7219;left;456
7220;left;455
7221;left;455
7222;left;454
7223;left;454
7224;left;453
7225;left;453
7226;left;452
7227;left;451
7228;left;451
7229;left;450
7230;left;450
7231;left;449
7232;left;449
7233;left;448
7234;left;447
7235;left;447
7236;left;446
7237;left;445
7238;left;445
7239;left;444
7240;left;444
7241;left;443
7242;left;442
7243;left;442
7244;left;441
7245;left;441
7246;left;440
7247;left;440
7248;left;439
7249;left;438
7250;left;438
7251;left;437
7252;left;437
7253;left;436
7254;left;435
7255;left;435
7256;left;434
7257;left;434
7258;left;433
7259;left;432
7260;left;432
7261;left;431
7262;left;431
7263;left;430
7264;left;430
7265;left;429
7266;left;428
7267;left;428
7268;left;427
7269;left;427
7270;left;426
7271;left;426
7272;left;425
7273;left;424
7274;left;424
7275;left;423
7276;left;423
7277;left;422
7278;left;422
7279;left;421
7280;left;420
7281;left;420
7282;left;419
7283;left;419
7284;left;418
7285;left;418
7286;left;417
7287;left;416
7288;left;416
7289;left;415
7290;left;415
7291;left;414
7292;left;413
7293;left;413
7294;left;412
7295;left;412
7296;left;411
7297;left;411
7298;left;410
7299;left;409
7300;left;409
7301;left;408
7302;left;407
7303;left;407
7304;left;406
7305;left;406
7306;left;405
7307;left;404
7308;left;404
7309;left;403
7310;left;403
7311;left;402
7312;left;401
7313;left;401
7314;left;400
7315;left;400
7316;left;399
7317;left;399
7318;left;398
7319;left;398
7320;left;397
7321;left;396
7322;left;396
7323;left;395
7324;left;394
7325;left;394
7326;left;393
7327;left;393
7328;left;392
7329;left;391
7330;left;391
7331;left;390
7332;left;390
7333;left;389
7334;left;389
7335;left;388
7336;left;387
7337;left;387
7338;left;386
7339;left;386
7340;left;385
7341;left;385
7342;left;384
7343;left;383
7344;left;382
7345;left;382
7346;left;381
7347;left;380
7348;left;379
7349;left;378
7350;left;377
7351;left;375
7352;left;374
7353;left;373
7354;left;372
7355;left;371
7356;left;369
7357;left;368
7358;left;367
7359;left;365
7360;left;364
7361;left;363
7362;left;361
7363;left;360
7364;left;358
7365;left;357
7366;left;355
7367;left;354
7368;left;352
7369;left;351
7370;left;349
7371;left;347
7372;left;346
7373;left;344
7374;left;342
7375;left;340
7376;left;339
7377;left;337
7378;left;335
7379;left;333
7380;left;331
7381;left;329
7382;left;327
7383;left;326
7384;left;324
7385;left;322
7386;left;320
7387;left;318
7388;left;316
7389;left;314
7390;left;312
7391;left;310
7392;left;307
7393;left;305
7394;left;303
7395;left;301
7396;left;299
7397;left;297
7398;left;294
7399;left;292
7400;left;290
7401;left;288
7402;left;286
7403;left;284
7404;left;281
7405;left;279
7406;left;277
7407;left;275
7408;left;272
7409;left;270
7410;left;268
7411;left;266
7412;left;263
7413;left;261
7414;left;259
7415;left;257
7416;left;255
7417;left;252
7418;left;250
7419;left;248
7420;left;246
7421;left;243
7422;left;241
7423;left;239
7424;left;237
7425;left;234
7426;left;232
7427;left;230
7428;left;228
7429;left;226
7430;left;223
7431;left;221
7432;left;219
7433;left;217
7434;left;214
7435;left;212
7436;left;210
7437;left;208
7438;left;206
7439;left;203
7440;left;201
7441;left;199
7442;left;197
7443;left;195
7444;left;192
7445;left;190
7446;left;188
7447;left;186
7448;left;183
7449;left;181
7450;left;179
7451;left;177
7452;left;174
7453;left;172
7454;left;170
7455;left;168
7456;left;166
7457;left;163
7458;left;161
7459;left;159
7460;left;157
7461;left;155
7462;left;153
7463;left;151
7464;left;149
7465;left;147
7466;left;144
7467;left;142
7468;left;140
7469;left;138
7470;left;135
7471;left;133
7472;left;131
7473;left;129
7474;left;126
7475;left;124
7476;left;122
7477;left;120
7478;left;117
7479;left;115
7480;left;113
7481;left;111
7482;left;109
7483;left;107
7484;left;105
7485;left;104
7486;left;102
7487;left;101
7488;left;100
7489;left;99
7490;left;98
7491;left;97
7492;left;96
7493;left;95
7494;left;95
7495;left;94
7496;left;93
7497;left;93
7498;left;92
7499;left;92
7500;left;91
7501;left;90
7502;left;90
7503;left;89
7504;left;89
7505;left;88
7506;left;87
7507;left;87
7508;left;86
7509;left;85
7510;left;85
7511;left;84
7512;left;83
7513;left;83
7514;left;82
7515;left;81
7516;left;81
7517;left;80
7518;left;80
7519;left;79
7520;left;78
7521;left;78
7522;left;77
7523;left;76
7524;left;76
7525;left;75
7526;left;75
7527;left;74
7528;left;73
7529;left;73
7530;left;72
7531;left;72
7532;left;71
7533;left;70
7534;left;70
7535;left;69
7536;left;68
7537;left;68
7538;left;67
7539;left;66
7540;left;66
7541;left;65
7542;left;65
7543;left;64
7544;left;64
7545;left;63
7546;left;63
7547;left;62
7548;left;61
7549;left;61
7550;left;60
7551;left;59
7552;left;59
7553;left;58
7554;left;58
7555;left;57
7556;left;56
7557;left;56
7558;left;55
7559;left;54
7560;left;54
7561;left;53
7562;left;52
7563;left;52
7564;left;51
7565;left;50
7566;left;49
7567;left;48
7568;left;47
7569;left;46
7570;left;45
7571;left;44
7572;left;42
7573;left;41
7574;left;40
7575;left;39
7576;left;37
7577;left;36
7578;left;35
7579;left;33
7580;left;32
7581;left;31
7582;left;29
7583;left;28
7584;left;26
7585;left;25
7586;left;23
7587;left;22
7588;left;21
7589;left;19
7590;left;18
7591;left;17
7592;left;16
7593;left;15
7594;left;14
7595;left;14
7596;left;13
7597;left;12
7598;left;12
7599;left;11
7600;left;10
7601;left;10
7602;left;9
7603;left;8
7604;left;8
7605;left;7
7606;left;7
7607;left;6
7608;left;5
7609;left;5
7610;left;4
7611;left;4
7612;left;3
7613;left;2
7614;left;2
7615;left;1
7616;left;0
7617;left;0
7618;left;0
7619;left;0
7620;right;192
7621;right;192
7622;right;191
7623;right;190
7624;right;190
7625;right;189
7626;right;189
7627;right;188
7628;right;188
7629;right;187
7630;right;187
7631;right;186
7632;right;185
7633;right;185
7634;right;184
7635;right;184
7636;right;183
7637;right;182
7638;right;182
7639;right;181
7640;right;181
7641;right;180
7642;right;180
7643;right;179
7644;right;178
7645;right;178
7646;right;177
7647;right;177
7648;right;176
7649;right;176
7650;right;175
7651;right;174
7652;right;174
7653;right;173
7654;right;173
7655;right;172
7656;right;172
7657;right;171
7658;right;170
7659;right;170
7660;right;169
7661;right;168
7662;right;168
7663;right;167
7664;right;167
7665;right;166
7666;right;166
7667;right;165
7668;right;164
7669;right;164
7670;right;163
7671;right;163
7672;right;162
7673;right;161
7674;right;161
7675;right;160
7676;right;160
7677;right;159
7678;right;158
7679;right;158
7680;right;157
7681;right;157
7682;right;156
7683;right;156
7684;right;155
7685;right;154
7686;right;154
7687;right;153
7688;right;153
7689;right;152
7690;right;151
7691;right;151
7692;right;150
7693;right;150
7694;right;149
7695;right;148
7696;right;148
7697;right;147
7698;right;147
7699;right;146
7700;right;146
7701;right;145
7702;right;144
7703;right;144
7704;right;143
7705;right;142
7706;right;142
7707;right;141
7708;right;141
7709;right;140
7710;right;140
7711;right;139
7712;right;138
7713;right;138
7714;right;137
7715;right;137
7716;right;136
7717;right;135
7718;right;135
7719;right;134
7720;right;134
7721;right;133
7722;right;132
7723;right;132
7724;right;131
7725;right;131
7726;right;130
7727;right;130
7728;right;129
7729;right;128
7730;right;128
7731;right;127
7732;right;127
7733;right;126
7734;right;125
7735;right;125
7736;right;124
7737;right;124
7738;right;123
7739;right;123
7740;right;122
7741;right;121
7742;right;121
7743;right;120
7744;right;120
7745;right;119
7746;right;119
7747;right;118
7748;right;118
7749;right;117
7750;right;116
7751;right;116
7752;right;115
7753;right;115
7754;right;114
7755;right;113
7756;right;113
7757;right;112
7758;right;112
7759;right;111
7760;right;111
7761;right;110
7762;right;109
7763;right;109
7764;right;108
7765;right;108
7766;right;107
7767;right;106
7768;right;106
7769;right;105
7770;right;105
7771;right;104
7772;right;103
7773;right;103
7774;right;102
7775;right;102
7776;right;101
7777;right;101
7778;right;100
7779;right;99
7780;right;99
7781;right;98
7782;right;97
7783;right;97
7784;right;96
7785;right;96
7786;right;95
7787;right;95
7788;right;94
7789;right;93
7790;right;93
7791;right;92
7792;right;92
7793;right;91
7794;right;91
7795;right;90
7796;right;89
7797;right;89
7798;right;88
7799;right;88
7800;right;87
7801;right;87
7802;right;86
7803;right;85
7804;right;85
7805;right;84
7806;right;84
7807;right;83
7808;right;82
7809;right;82
7810;right;81
7811;right;81
7812;right;80
7813;right;79
7814;right;79
7815;right;79
7816;right;78
7817;right;78
7818;right;78
7819;right;78
7820;right;78
7821;right;78
7822;right;78
7823;right;78
7824;right;78
7825;right;78
7826;right;78
7827;right;78
7828;right;78
7829;right;78
7830;right;78
7831;right;78
7832;right;78
7833;right;78
7834;right;78
7835;right;78
7836;right;78
7837;right;78
7838;right;78
7839;right;78
7840;right;78
7841;right;78
7842;right;78
7843;right;78
7844;right;78
7845;right;78
7846;right;78
7847;right;78
7848;right;78
7849;right;78
7850;right;78
7851;right;78
7852;right;78
7853;right;78
7854;right;78
7855;right;78
7856;right;78
7857;right;78
7858;right;78
7859;right;78
7860;right;78
7861;right;78
7862;right;78
7863;right;78
7864;right;78
7865;right;78
7866;right;78
7867;right;78
7868;right;78
7869;right;78
7870;right;78
7871;right;78
7872;right;78
7873;right;78
7874;right;78
7875;right;78
7876;right;78
7877;right;78
7878;right;78
7879;right;78
7880;right;78
7881;right;78
7882;right;78
7883;right;78
7884;right;78
7885;right;78
7886;right;78
7887;right;78
7888;right;78
7889;right;78
7890;right;78
7891;right;78
7892;right;78
7893;right;78
7894;right;78
7895;right;78
7896;right;78
7897;right;78
7898;right;78
7899;right;78
7900;right;78
7901;right;78
7902;right;78
7903;right;78
7904;right;78
7905;right;78
7906;right;78
7907;right;78
7908;right;78
7909;right;78
7910;right;78
7911;right;78
7912;right;78
7913;right;78
7914;right;78
7915;right;78
7916;right;78
7917;right;78
7918;right;78
7919;right;78
7920;right;78
7921;right;78
7922;right;78
7923;right;78
7924;right;78
7925;right;78
7926;right;78
7927;right;78
7928;right;78
7929;right;78
7930;right;78
7931;right;78
7932;right;78
7933;right;78
7934;right;78
7935;right;78
7936;right;78
7937;right;78
7938;right;78
7939;right;78
7940;right;78
7941;right;78
7942;right;78
7943;right;78
7944;right;78
7945;right;78
7946;right;78
7947;right;78
7948;right;78
7949;right;78
7950;right;78
7951;right;78
7952;right;78
7953;right;78
7954;right;78
7955;right;78
7956;right;78
7957;right;78
7958;right;78
7959;right;78
7960;right;78
7961;right;78
7962;right;78
7963;right;78
7964;right;78
7965;right;78
7966;right;78
7967;right;78
7968;right;78
7969;right;78
7970;right;78
7971;right;78
7972;right;78
7973;right;78
7974;right;78
7975;right;78
7976;right;78
7977;right;78
7978;right;78
7979;right;78
7980;right;78
7981;right;78
7982;right;78
7983;right;78
7984;right;78
7985;right;78
7986;right;78
7987;right;78
7988;right;78
7989;right;78
7990;right;78
7991;right;78
7992;right;78
7993;right;78
7994;right;78
7995;right;78
7996;right;78
7997;right;78
7998;right;78
7999;right;78
8000;right;78
8001;right;78
8002;right;78
8003;right;78
8004;right;78
8005;right;78
8006;right;78
8007;right;78
8008;right;78
8009;right;78
8010;right;78
8011;right;78
8012;right;78
8013;right;78
8014;right;78
8015;right;78
8016;right;78
8017;right;78
8018;right;78
8019;right;78
8020;right;78
8021;right;78
8022;right;78
8023;right;78
8024;right;78
8025;right;78
8026;right;78
8027;right;78
8028;right;78
8029;right;78
8030;right;78
8031;right;78
8032;right;78
8033;right;78
8034;right;78
8035;right;78
8036;right;78
8037;right;78
8038;right;78
8039;right;78
8040;right;78
8041;right;78
8042;right;78
8043;right;78
8044;right;78
8045;right;78
8046;right;78
8047;right;78
8048;right;78
