frame;intention_direction;intention_proximity
2090;left;71
2091;left;70
2092;left;69
2093;left;69
2094;left;68
2095;left;68
2096;left;67
2097;left;67
2098;left;66
2099;left;66
2100;left;65
2101;left;64
2102;left;64
2103;left;63
2104;left;62
2105;left;62
2106;left;61
2107;left;61
2108;left;60
2109;left;59
2110;left;59
2111;left;58
2112;left;58
2113;left;57
2114;left;57
2115;left;56
2116;left;55
2117;left;55
2118;left;54
2119;left;54
2120;left;53
2121;left;53
2122;left;52
2123;left;52
2124;left;51
2125;left;50
2126;left;50
2127;left;49
2128;left;49
2129;left;48
2130;left;47
2131;left;47
2132;left;46
2133;left;46
2134;left;45
2135;left;45
2136;left;44
2137;left;43
2138;left;43
2139;left;42
2140;left;41
2141;left;41
2142;left;40
2143;left;40
2144;left;39
2145;left;39
2146;left;38
2147;left;37
2148;left;37
2149;left;36
2150;left;36
2151;left;35
2152;left;35
2153;left;34
2154;left;33
2155;left;33
2156;left;32
2157;left;31
2158;left;31
2159;left;30
2160;left;30
2161;left;29
2162;left;29
2163;left;28
2164;left;27
2165;left;27
2166;left;26
2167;left;26
2168;left;25
2169;left;25
2170;left;24
2171;left;23
2172;left;23
2173;left;22
2174;left;22
2175;left;21
2176;left;21
2177;left;20
2178;left;19
2179;left;19
2180;left;18
2181;left;18
2182;left;17
2183;left;17
2184;left;16
2185;left;15
2186;left;15
2187;left;14
2188;left;14
2189;left;13
2190;left;13
2191;left;12
2192;left;11
2193;left;11
2194;left;10
2195;left;10
2196;left;9
2197;left;9
2198;left;8
2199;left;8
2200;left;8
2201;left;8
2202;left;8
2203;left;8
2204;left;8
2205;left;8
2206;left;8
2207;left;8
2208;left;8
2209;left;8
2210;left;8
2211;left;8
2212;left;8
2213;left;8
2214;left;8
2215;left;8
2216;left;8
2217;left;8
2218;left;8
2219;left;8
2220;left;8
2221;left;8
2222;left;8
2223;left;8
2224;left;8
2225;left;8
2226;left;8
2227;left;8
2228;left;8
2229;left;8
2230;left;8
2231;left;8
2232;left;8
2233;left;8
2234;left;8
2235;left;8
2236;left;8
2237;left;8
2238;left;8
2239;left;8
2240;left;8
2241;left;8
2242;left;8
2243;left;8
2244;left;8
2245;left;8
2246;left;8
2247;left;8
2248;left;8
2249;left;8
2250;left;8
2251;left;8
2252;left;8
2253;left;8
2254;left;8
2255;left;8
2256;left;8
2257;left;8
2258;left;8
2259;left;8
2260;left;8
2261;left;8
2262;left;8
2263;left;8
2264;left;8
2265;left;8
2266;left;8
2267;left;8
2268;left;8
2269;left;8
2270;left;8
2271;left;8
2272;left;8
2273;left;8
2274;left;8
2275;left;8
2276;left;8
2277;left;8
2278;left;8
2279;left;8
2280;left;8
2281;left;8
2282;left;8
2283;left;8
2284;left;8
2285;left;8
2286;left;8
2287;left;8
2288;left;8
2289;left;8
2290;left;8
2291;left;8
2292;left;8
2293;left;8
2294;left;8
2295;left;8
2296;left;8
2297;left;8
2298;left;8
2299;left;8
2300;left;8
2301;left;8
2302;left;8
2303;left;8
2304;left;8
2305;left;8
2306;left;8
2307;left;8
2308;left;8
2309;left;8
2310;left;8
2311;left;8
2312;left;8
2313;left;8
2314;left;8
2315;left;8
2316;left;8
2317;left;8
2318;left;8
2319;left;8
2320;left;8
2321;left;8
2322;left;8
2323;left;8
2324;left;8
2325;left;8
2326;left;8
2327;left;8
2328;left;8
2329;left;8
2330;left;8
2331;left;8
2332;left;8
2333;left;8
2334;left;8
2335;left;8
2336;left;8
2337;left;8
2338;left;8
2339;left;8
2340;left;8
2341;left;8
2342;left;8
2343;left;8
2344;left;8
2345;left;8
2346;left;8
2347;left;8
2348;left;8
2349;left;8
2350;left;8
2351;left;8
2352;left;8
2353;left;8
2354;left;8
2355;left;8
2356;left;8
2357;left;8
2358;left;8
2359;left;8
2360;left;8
2361;left;8
2362;left;8
2363;left;8
2364;left;8
2365;left;8
2366;left;8
2367;left;8
2368;left;8
2369;left;8
2370;left;8
2371;left;8
2372;left;8
2373;left;8
2374;left;8
2375;left;8
2376;left;8
2377;left;8
2378;left;8
2379;left;8
2380;left;8
2381;left;8
2382;left;8
2383;left;8
2384;left;8
2385;left;8
2386;left;8
2387;left;8
2388;left;8
2389;left;8
2390;left;8
2391;left;8
2392;left;8
2393;left;8
2394;left;8
2395;left;8
2396;left;8
2397;left;8
2398;left;8
2399;left;8
2400;left;8
2401;left;8
2402;left;8
2403;left;8
2404;left;8
2405;left;8
2406;left;8
2407;left;8
2408;left;8
2409;left;8
2410;left;8
2411;left;8
2412;left;8
2413;left;8
2414;left;8
2415;left;8
2416;left;8
2417;left;8
2418;left;8
2419;left;8
2420;left;8
2421;left;8
2422;left;8
2423;left;8
2424;left;8
2425;left;7
2426;left;7
2427;left;7
2428;left;6
2429;left;6
2430;left;5
2431;left;5
2432;left;4
2433;left;4
2434;left;3
2435;left;2
2436;left;2
2437;left;1
2438;left;0
2439;left;0
2440;left;250
2441;left;249
2442;left;249
2443;left;248
2444;left;247
2445;left;247
2446;left;246
2447;left;246
2448;left;245
2449;left;245
2450;left;244
2451;left;243
2452;left;243
2453;left;242
2454;left;242
2455;left;241
2456;left;240
2457;left;240
2458;left;239
2459;left;239
2460;left;238
2461;left;238
2462;left;237
2463;left;236
2464;left;236
2465;left;235
2466;left;234
2467;left;234
2468;left;233
2469;left;233
2470;left;232
2471;left;231
2472;left;231
2473;left;230
2474;left;230
2475;left;229
2476;left;229
2477;left;228
2478;left;227
2479;left;227
2480;left;226
2481;left;226
2482;left;225
2483;left;225
2484;left;224
2485;left;224
2486;left;223
2487;left;222
2488;left;222
2489;left;221
2490;left;220
2491;left;220
2492;left;219
2493;left;219
2494;left;218
2495;left;217
2496;left;217
2497;left;216
2498;left;215
2499;left;215
2500;left;214
2501;left;213
2502;left;212
2503;left;211
2504;left;210
2505;left;209
2506;left;208
2507;left;207
2508;left;206
2509;left;204
2510;left;203
2511;left;202
2512;left;201
2513;left;199
2514;left;198
2515;left;196
2516;left;195
2517;left;194
2518;left;192
2519;left;191
2520;left;190
2521;left;188
2522;left;187
2523;left;185
2524;left;183
2525;left;182
2526;left;180
2527;left;178
2528;left;177
2529;left;175
2530;left;173
2531;left;171
2532;left;170
2533;left;168
2534;left;166
2535;left;164
2536;left;162
2537;left;160
2538;left;158
2539;left;156
2540;left;154
2541;left;153
2542;left;151
2543;left;149
2544;left;147
2545;left;144
2546;left;142
2547;left;140
2548;left;138
2549;left;136
2550;left;134
2551;left;132
2552;left;129
2553;left;127
2554;left;125
2555;left;123
2556;left;120
2557;left;118
2558;left;116
2559;left;114
2560;left;111
2561;left;109
2562;left;107
2563;left;105
2564;left;103
2565;left;101
2566;left;98
2567;left;96
2568;left;94
2569;left;92
2570;left;90
2571;left;88
2572;left;86
2573;left;83
2574;left;81
2575;left;79
2576;left;77
2577;left;75
2578;left;73
2579;left;71
2580;left;69
2581;left;67
2582;left;65
2583;left;63
2584;left;61
2585;left;59
2586;left;58
2587;left;56
2588;left;54
2589;left;52
2590;left;51
2591;left;49
2592;left;47
2593;left;45
2594;left;44
2595;left;42
2596;left;41
2597;left;39
2598;left;38
2599;left;36
2600;left;35
2601;left;34
2602;left;32
2603;left;31
2604;left;30
2605;left;28
2606;left;27
2607;left;26
2608;left;25
2609;left;24
2610;left;23
2611;left;22
2612;left;21
2613;left;21
2614;left;20
2615;left;19
2616;left;19
2617;left;18
2618;left;18
2619;left;17
2620;left;17
2621;left;16
2622;left;15
2623;left;15
2624;left;14
2625;left;14
2626;left;13
2627;left;12
2628;left;12
2629;left;11
2630;left;11
2631;left;10
2632;left;10
2633;left;9
2634;left;8
2635;left;8
2636;left;7
2637;left;7
2638;left;6
2639;left;5
2640;left;5
2641;left;4
2642;left;3
2643;left;3
2644;left;2
2645;left;2
2646;left;1
2647;left;1
2648;left;0
2649;left;0
2650;left;199
2651;left;199
2652;left;198
2653;left;197
2654;left;197
2655;left;196
2656;left;195
2657;left;195
2658;left;194
2659;left;194
2660;left;193
2661;left;193
2662;left;192
2663;left;191
2664;left;191
2665;left;190
2666;left;190
2667;left;189
2668;left;188
2669;left;188
2670;left;187
2671;left;187
2672;left;186
2673;left;186
2674;left;185
2675;left;184
2676;left;184
2677;left;183
2678;left;183
2679;left;182
2680;left;182
2681;left;181
2682;left;181
2683;left;180
2684;left;179
2685;left;179
2686;left;178
2687;left;178
2688;left;177
2689;left;176
2690;left;176
2691;left;175
2692;left;175
2693;left;174
2694;left;173
2695;left;173
2696;left;172
2697;left;172
2698;left;171
2699;left;171
2700;left;170
2701;left;169
2702;left;169
2703;left;168
2704;left;167
2705;left;167
2706;left;166
2707;left;166
2708;left;165
2709;left;164
2710;left;164
2711;left;163
2712;left;163
2713;left;162
2714;left;162
2715;left;161
2716;left;160
2717;left;160
2718;left;159
2719;left;159
2720;left;158
2721;left;157
2722;left;157
2723;left;156
2724;left;156
2725;left;155
2726;left;154
2727;left;154
2728;left;153
2729;left;153
2730;left;152
2731;left;152
2732;left;151
2733;left;150
2734;left;150
2735;left;149
2736;left;148
2737;left;148
2738;left;147
2739;left;147
2740;left;146
2741;left;146
2742;left;145
2743;left;144
2744;left;144
2745;left;143
2746;left;143
2747;left;142
2748;left;142
2749;left;141
2750;left;140
2751;left;140
2752;left;139
2753;left;139
2754;left;138
2755;left;138
2756;left;137
2757;left;136
2758;left;136
2759;left;135
2760;left;135
2761;left;134
2762;left;134
2763;left;133
2764;left;133
2765;left;132
2766;left;131
2767;left;131
2768;left;130
2769;left;129
2770;left;129
2771;left;128
2772;left;128
2773;left;127
2774;left;126
2775;left;126
2776;left;125
2777;left;125
2778;left;124
2779;left;124
2780;left;123
2781;left;122
2782;left;122
2783;left;121
2784;left;121
2785;left;120
2786;left;119
2787;left;119
2788;left;118
2789;left;117
2790;left;117
2791;left;116
2792;left;116
2793;left;115
2794;left;115
2795;left;114
2796;left;114
2797;left;113
2798;left;112
2799;left;112
2800;left;111
2801;left;110
2802;left;110
2803;left;109
2804;left;109
2805;left;108
2806;left;107
2807;left;107
2808;left;106
2809;left;106
2810;left;105
2811;left;105
2812;left;104
2813;left;103
2814;left;103
2815;left;102
2816;left;102
2817;left;101
2818;left;100
2819;left;100
2820;left;99
2821;left;99
2822;left;98
2823;left;97
2824;left;97
2825;left;96
2826;left;96
2827;left;95
2828;left;95
2829;left;94
2830;left;93
2831;left;93
2832;left;92
2833;left;92
2834;left;91
2835;left;91
2836;left;90
2837;left;90
2838;left;89
2839;left;88
2840;left;88
2841;left;87
2842;left;87
2843;left;86
2844;left;86
2845;left;85
2846;left;84
2847;left;84
2848;left;83
2849;left;83
2850;left;82
2851;left;82
2852;left;81
2853;left;81
2854;left;81
2855;left;81
2856;left;81
2857;left;81
2858;left;81
2859;left;81
2860;left;81
2861;left;81
2862;left;81
2863;left;81
2864;left;81
2865;left;81
2866;left;81
2867;left;81
2868;left;81
2869;left;81
2870;left;81
2871;left;81
2872;left;81
2873;left;81
2874;left;81
2875;left;81
2876;left;81
2877;left;81
2878;left;81
2879;left;81
2880;left;81
2881;left;81
2882;left;81
2883;left;81
2884;left;81
2885;left;81
2886;left;81
2887;left;81
2888;left;81
2889;left;81
2890;left;81
2891;left;81
2892;left;81
2893;left;81
2894;left;81
2895;left;81
2896;left;81
2897;left;81
2898;left;81
2899;left;81
2900;left;81
2901;left;81
2902;left;81
2903;left;81
2904;left;81
2905;left;81
2906;left;81
2907;left;81
2908;left;81
2909;left;81
2910;left;81
2911;left;81
2912;left;81
2913;left;81
2914;left;81
2915;left;81
2916;left;81
2917;left;81
2918;left;81
2919;left;81
2920;left;81
2921;left;81
2922;left;81
2923;left;81
2924;left;81
2925;left;81
2926;left;81
2927;left;81
2928;left;81
2929;left;81
2930;left;81
2931;left;81
2932;left;81
2933;left;81
2934;left;81
2935;left;81
2936;left;81
2937;left;81
2938;left;81
2939;left;81
2940;left;81
2941;left;81
2942;left;81
2943;left;81
2944;left;81
2945;left;81
2946;left;81
2947;left;81
2948;left;81
2949;left;81
2950;left;81
2951;left;81
2952;left;81
2953;left;81
2954;left;81
2955;left;81
2956;left;81
2957;left;81
2958;left;81
2959;left;81
2960;left;81
2961;left;81
2962;left;81
2963;left;81
2964;left;81
2965;left;81
2966;left;81
2967;left;81
2968;left;81
2969;left;81
2970;left;81
2971;left;81
2972;left;81
2973;left;81
2974;left;81
2975;left;81
2976;left;81
2977;left;81
2978;left;81
2979;left;81
2980;left;81
2981;left;81
2982;left;81
2983;left;81
2984;left;81
2985;left;81
2986;left;81
2987;left;81
2988;left;81
2989;left;81
2990;left;81
2991;left;81
2992;left;81
2993;left;81
2994;left;81
2995;left;81
2996;left;81
2997;left;81
2998;left;81
2999;left;81
3000;left;81
3001;left;81
3002;left;81
3003;left;81
3004;left;81
3005;left;81
3006;left;81
3007;left;81
3008;left;81
3009;left;81
3010;left;81
3011;left;81
3012;left;81
3013;left;81
3014;left;81
3015;left;81
3016;left;81
3017;left;81
3018;left;81
3019;left;81
3020;left;81
3021;left;81
3022;left;81
3023;left;81
3024;left;81
3025;left;81
3026;left;81
3027;left;81
3028;left;80
3029;left;80
3030;left;80
3031;left;80
3032;left;79
3033;left;79
3034;left;78
3035;left;78
3036;left;77
3037;left;77
3038;left;76
3039;left;75
3040;left;75
3041;left;74
3042;left;73
3043;left;73
3044;left;72
3045;left;71
3046;left;71
3047;left;70
3048;left;70
3049;left;69
3050;left;69
3051;left;68
3052;left;68
3053;left;67
3054;left;66
3055;left;66
3056;left;65
3057;left;64
3058;left;64
3059;left;63
3060;left;63
3061;left;62
3062;left;61
3063;left;61
3064;left;60
3065;left;60
3066;left;59
3067;left;59
3068;left;58
3069;left;57
3070;left;57
3071;left;56
3072;left;56
3073;left;55
3074;left;55
3075;left;54
3076;left;53
3077;left;53
3078;left;52
3079;left;52
3080;left;51
3081;left;51
3082;left;50
3083;left;49
3084;left;49
3085;left;48
3086;left;48
3087;left;47
3088;left;47
3089;left;46
3090;left;45
3091;left;45
3092;left;44
3093;left;44
3094;left;43
3095;left;42
3096;left;42
3097;left;41
3098;left;41
3099;left;40
3100;left;40
3101;left;39
3102;left;38
3103;left;38
3104;left;37
3105;left;37
3106;left;36
3107;left;35
3108;left;35
3109;left;34
3110;left;34
3111;left;33
3112;left;32
3113;left;32
3114;left;31
3115;left;31
3116;left;30
3117;left;30
3118;left;29
3119;left;28
3120;left;28
3121;left;27
3122;left;27
3123;left;26
3124;left;26
3125;left;25
3126;left;25
3127;left;24
3128;left;23
3129;left;23
3130;left;22
3131;left;21
3132;left;21
3133;left;20
3134;left;20
3135;left;19
3136;left;18
3137;left;18
3138;left;17
3139;left;17
3140;left;16
3141;left;16
3142;left;16
3143;left;16
3144;left;16
3145;left;16
3146;left;16
3147;left;16
3148;left;16
3149;left;16
3150;left;16
3151;left;16
3152;left;16
3153;left;16
3154;left;16
3155;left;16
3156;left;16
3157;left;16
3158;left;16
3159;left;16
3160;left;16
3161;left;16
3162;left;16
3163;left;16
3164;left;16
3165;left;16
3166;left;16
3167;left;16
3168;left;16
3169;left;16
3170;left;16
3171;left;16
3172;left;16
3173;left;16
3174;left;16
3175;left;16
3176;left;16
3177;left;16
3178;left;16
3179;left;16
3180;left;16
3181;left;16
3182;left;16
3183;left;16
3184;left;16
3185;left;16
3186;left;16
3187;left;16
3188;left;16
3189;left;16
3190;left;16
3191;left;16
3192;left;16
3193;left;16
3194;left;16
3195;left;16
3196;left;16
3197;left;16
3198;left;16
3199;left;16
3200;left;16
3201;left;16
3202;left;16
3203;left;16
3204;left;16
3205;left;16
3206;left;16
3207;left;16
3208;left;16
3209;left;16
3210;left;16
3211;left;16
3212;left;16
3213;left;16
3214;left;16
3215;left;16
3216;left;16
3217;left;16
3218;left;16
3219;left;16
3220;left;16
3221;left;16
3222;left;16
3223;left;16
3224;left;16
3225;left;16
3226;left;16
3227;left;16
3228;left;16
3229;left;16
3230;left;16
3231;left;16
3232;left;16
3233;left;16
3234;left;16
3235;left;16
3236;left;16
3237;left;16
3238;left;16
3239;left;16
3240;left;16
3241;left;16
3242;left;16
3243;left;16
3244;left;16
3245;left;16
3246;left;16
3247;left;16
3248;left;16
3249;left;16
3250;left;16
3251;left;16
3252;left;16
3253;left;16
3254;left;16
3255;left;16
3256;left;16
3257;left;16
3258;left;16
3259;left;16
3260;left;16
3261;left;16
3262;left;16
3263;left;16
3264;left;16
3265;left;16
3266;left;16
3267;left;16
3268;left;16
3269;left;16
3270;left;16
3271;left;16
3272;left;16
3273;left;16
3274;left;16
3275;left;16
3276;left;16
3277;left;16
3278;left;16
3279;left;16
3280;left;16
3281;left;16
3282;left;16
3283;left;16
3284;left;16
3285;left;16
3286;left;16
3287;left;16
3288;left;16
3289;left;16
3290;left;16
3291;left;16
3292;left;16
3293;left;16
3294;left;16
3295;left;16
3296;left;16
3297;left;16
3298;left;16
3299;left;16
3300;left;16
3301;left;16
3302;left;16
3303;left;16
3304;left;16
3305;left;16
3306;left;16
3307;left;16
3308;left;16
3309;left;16
3310;left;16
3311;left;16
3312;left;16
3313;left;16
3314;left;16
3315;left;16
3316;left;16
3317;left;16
3318;left;16
3319;left;16
3320;left;16
3321;left;16
3322;left;16
3323;left;16
3324;left;16
3325;left;16
3326;left;16
3327;left;16
3328;left;16
3329;left;16
3330;left;16
3331;left;16
3332;left;16
3333;left;16
3334;left;16
3335;left;16
3336;left;16
3337;left;16
3338;left;16
3339;left;16
3340;left;16
3341;left;16
3342;left;16
3343;left;16
3344;left;16
3345;left;16
3346;left;16
3347;left;16
3348;left;16
3349;left;16
3350;left;16
3351;left;16
3352;left;16
3353;left;16
3354;left;16
3355;left;16
3356;left;16
3357;left;16
3358;left;16
3359;left;16
3360;left;16
3361;left;16
3362;left;16
3363;left;16
3364;left;16
3365;left;16
3366;left;16
3367;left;16
3368;left;16
3369;left;16
3370;left;16
3371;left;16
3372;left;16
3373;left;16
3374;left;16
3375;left;16
3376;left;16
3377;left;16
3378;left;16
3379;left;16
3380;left;16
3381;left;16
3382;left;16
3383;left;16
3384;left;16
3385;left;16
3386;left;16
3387;left;16
3388;left;16
3389;left;16
3390;left;16
3391;left;16
3392;left;16
3393;left;16
3394;left;16
3395;left;16
3396;left;16
3397;left;16
3398;left;16
3399;left;16
3400;left;16
3401;left;16
3402;left;16
3403;left;16
3404;left;16
3405;left;16
3406;left;16
3407;left;16
3408;left;16
3409;left;16
3410;left;16
3411;left;16
3412;left;16
3413;left;16
3414;left;16
3415;left;16
3416;left;16
3417;left;16
3418;left;16
3419;left;16
3420;left;16
3421;left;16
3422;left;16
3423;left;16
3424;left;16
3425;left;16
3426;left;16
3427;left;16
3428;left;16
3429;left;16
3430;left;16
3431;left;16
3432;left;16
3433;left;16
3434;left;16
3435;left;16
3436;left;16
3437;left;16
3438;left;16
3439;left;16
3440;left;16
3441;left;16
3442;left;16
3443;left;16
3444;left;16
3445;left;16
3446;left;16
3447;left;16
3448;left;16
3449;left;16
3450;left;16
3451;left;16
3452;left;16
3453;left;16
3454;left;16
3455;left;16
3456;left;16
3457;left;16
3458;left;16
3459;left;16
3460;left;16
3461;left;16
3462;left;16
3463;left;16
3464;left;16
3465;left;16
3466;left;16
3467;left;16
3468;left;16
3469;left;16
3470;left;16
3471;left;16
3472;left;16
3473;left;16
3474;left;16
3475;left;16
3476;left;16
3477;left;16
3478;left;16
3479;left;16
3480;left;15
3481;left;15
3482;left;15
3483;left;15
3484;left;14
3485;left;14
3486;left;14
3487;left;13
3488;left;13
3489;left;12
3490;left;11
3491;left;11
3492;left;10
3493;left;9
3494;left;9
3495;left;8
3496;left;7
3497;left;7
3498;left;6
3499;left;6
3500;left;5
3501;left;4
3502;left;4
3503;left;3
3504;left;3
3505;left;2
3506;left;2
3507;left;1
3508;left;0
3509;left;0
3510;left;242
3511;left;242
3512;left;241
3513;left;240
3514;left;240
3515;left;239
3516;left;239
3517;left;238
3518;left;238
3519;left;237
3520;left;236
3521;left;236
3522;left;235
3523;left;235
3524;left;234
3525;left;233
3526;left;233
3527;left;232
3528;left;232
3529;left;231
3530;left;231
3531;left;230
3532;left;229
3533;left;229
3534;left;228
3535;left;228
3536;left;227
3537;left;227
3538;left;226
3539;left;226
3540;left;225
3541;left;224
3542;left;224
3543;left;223
3544;left;222
3545;left;222
3546;left;221
3547;left;221
3548;left;220
3549;left;219
3550;left;219
3551;left;218
3552;left;218
3553;left;217
3554;left;217
3555;left;216
3556;left;215
3557;left;215
3558;left;214
3559;left;214
3560;left;213
3561;left;213
3562;left;212
3563;left;211
3564;left;211
3565;left;210
3566;left;210
3567;left;209
3568;left;209
3569;left;208
3570;left;207
3571;left;207
3572;left;206
3573;left;206
3574;left;205
3575;left;205
3576;left;204
3577;left;203
3578;left;203
3579;left;202
3580;left;202
3581;left;201
3582;left;201
3583;left;200
3584;left;200
3585;left;199
3586;left;198
3587;left;198
3588;left;197
3589;left;196
3590;left;196
3591;left;195
3592;left;195
3593;left;194
3594;left;193
3595;left;193
3596;left;192
3597;left;192
3598;left;191
3599;left;191
3600;left;190
3601;left;189
3602;left;189
3603;left;188
3604;left;188
3605;left;187
3606;left;186
3607;left;186
3608;left;185
3609;left;184
3610;left;184
3611;left;183
3612;left;183
3613;left;182
3614;left;182
3615;left;181
3616;left;181
3617;left;180
3618;left;179
3619;left;179
3620;left;178
3621;left;177
3622;left;177
3623;left;176
3624;left;176
3625;left;175
3626;left;174
3627;left;174
3628;left;173
3629;left;173
3630;left;172
3631;left;172
3632;left;171
3633;left;170
3634;left;170
3635;left;169
3636;left;169
3637;left;168
3638;left;167
3639;left;167
3640;left;166
3641;left;166
3642;left;165
3643;left;164
3644;left;164
3645;left;163
3646;left;163
3647;left;162
3648;left;162
3649;left;161
3650;left;160
3651;left;160
3652;left;159
3653;left;158
3654;left;158
3655;left;157
3656;left;157
3657;left;156
3658;left;156
3659;left;155
3660;left;154
3661;left;154
3662;left;153
3663;left;153
3664;left;152
3665;left;152
3666;left;151
3667;left;150
3668;left;150
3669;left;149
3670;left;149
3671;left;148
3672;left;148
3673;left;147
3674;left;146
3675;left;146
3676;left;145
3677;left;145
3678;left;144
3679;left;144
3680;left;143
3681;left;142
3682;left;142
3683;left;141
3684;left;141
3685;left;140
3686;left;139
3687;left;139
3688;left;138
3689;left;138
3690;left;137
3691;left;136
3692;left;136
3693;left;135
3694;left;135
3695;left;134
3696;left;134
3697;left;133
3698;left;132
3699;left;132
3700;left;131
3701;left;131
3702;left;130
3703;left;129
3704;left;129
3705;left;128
3706;left;128
3707;left;127
3708;left;127
3709;left;126
3710;left;125
3711;left;125
3712;left;124
3713;left;124
3714;left;123
3715;left;123
3716;left;122
3717;left;122
3718;left;121
3719;left;120
3720;left;120
3721;left;119
3722;left;119
3723;left;118
3724;left;117
3725;left;117
3726;left;116
3727;left;115
3728;left;115
3729;left;114
3730;left;114
3731;left;113
3732;left;113
3733;left;112
3734;left;111
3735;left;111
3736;left;110
3737;left;110
3738;left;109
3739;left;109
3740;left;108
3741;left;107
3742;left;107
3743;left;106
3744;left;106
3745;left;105
3746;left;105
3747;left;104
3748;left;103
3749;left;103
3750;left;102
3751;left;102
3752;left;101
3753;left;101
3754;left;100
3755;left;100
3756;left;99
3757;left;98
3758;left;98
3759;left;97
3760;left;96
3761;left;96
3762;left;95
3763;left;95
3764;left;94
3765;left;93
3766;left;93
3767;left;92
3768;left;92
3769;left;91
3770;left;91
3771;left;90
3772;left;89
3773;left;89
3774;left;88
3775;left;88
3776;left;87
3777;left;86
3778;left;86
3779;left;85
3780;left;85
3781;left;84
3782;left;83
3783;left;83
3784;left;82
3785;left;82
3786;left;81
3787;left;81
3788;left;80
3789;left;79
3790;left;79
3791;left;78
3792;left;78
3793;left;77
3794;left;77
3795;left;76
3796;left;75
3797;left;75
3798;left;74
3799;left;74
3800;left;73
3801;left;73
3802;left;72
3803;left;71
3804;left;71
3805;left;70
3806;left;70
3807;left;69
3808;left;69
3809;left;68
3810;left;67
3811;left;67
3812;left;66
3813;left;66
3814;left;65
3815;left;65
3816;left;64
3817;left;63
3818;left;63
3819;left;62
3820;left;62
3821;left;61
3822;left;60
3823;left;60
3824;left;59
3825;left;59
3826;left;58
3827;left;57
3828;left;57
3829;left;56
3830;left;56
3831;left;55
3832;left;55
3833;left;54
3834;left;53
3835;left;53
3836;left;52
3837;left;51
3838;left;51
3839;left;50
3840;left;50
3841;left;49
3842;left;48
3843;left;48
3844;left;47
3845;left;47
3846;left;46
3847;left;46
3848;left;45
3849;left;44
3850;left;44
3851;left;43
3852;left;43
3853;left;42
3854;left;42
3855;left;41
3856;left;41
3857;left;40
3858;left;39
3859;left;39
3860;left;38
3861;left;37
3862;left;37
3863;left;36
3864;left;36
3865;left;35
3866;left;34
3867;left;34
3868;left;33
3869;left;33
3870;left;32
3871;left;32
3872;left;31
3873;left;30
3874;left;30
3875;left;29
3876;left;29
3877;left;28
3878;left;27
3879;left;27
3880;left;26
3881;left;26
3882;left;25
3883;left;24
3884;left;24
3885;left;23
3886;left;23
3887;left;22
3888;left;22
3889;left;21
3890;left;20
3891;left;20
3892;left;19
3893;left;18
3894;left;18
3895;left;17
3896;left;17
3897;left;16
3898;left;15
3899;left;15
3900;left;14
3901;left;14
3902;left;13
3903;left;13
3904;left;13
3905;left;12
3906;left;12
3907;left;12
3908;left;12
3909;left;12
3910;left;12
3911;left;12
3912;left;12
3913;left;12
3914;left;12
3915;left;12
3916;left;12
3917;left;12
3918;left;12
3919;left;12
3920;left;12
3921;left;12
3922;left;12
3923;left;12
3924;left;12
3925;left;12
3926;left;12
3927;left;12
3928;left;12
3929;left;12
3930;left;12
3931;left;12
3932;left;12
3933;left;12
3934;left;12
3935;left;12
3936;left;12
3937;left;12
3938;left;12
3939;left;12
3940;left;12
3941;left;12
3942;left;12
3943;left;12
3944;left;12
3945;left;12
3946;left;12
3947;left;12
3948;left;12
3949;left;12
3950;left;12
3951;left;12
3952;left;12
3953;left;12
3954;left;12
3955;left;12
3956;left;12
3957;left;12
3958;left;12
3959;left;12
3960;left;12
3961;left;12
3962;left;12
3963;left;12
3964;left;12
3965;left;12
3966;left;12
3967;left;12
3968;left;12
3969;left;12
3970;left;12
3971;left;12
3972;left;12
3973;left;12
3974;left;12
3975;left;12
3976;left;12
3977;left;12
3978;left;12
3979;left;12
3980;left;12
3981;left;12
3982;left;12
3983;left;12
3984;left;12
3985;left;12
3986;left;12
3987;left;12
3988;left;12
3989;left;12
3990;left;12
3991;left;12
3992;left;12
3993;left;12
3994;left;12
3995;left;12
3996;left;12
3997;left;12
3998;left;12
3999;left;12
4000;left;12
4001;left;12
4002;left;12
4003;left;12
4004;left;12
4005;left;12
4006;left;12
4007;left;12
4008;left;12
4009;left;12
4010;left;12
4011;left;12
4012;left;12
4013;left;12
4014;left;12
4015;left;12
4016;left;12
4017;left;12
4018;left;12
4019;left;12
4020;left;12
4021;left;12
4022;left;12
4023;left;12
4024;left;12
4025;left;12
4026;left;12
4027;left;12
4028;left;12
4029;left;12
4030;left;12
4031;left;12
4032;left;12
4033;left;12
4034;left;12
4035;left;12
4036;left;12
4037;left;12
4038;left;12
4039;left;12
4040;left;12
4041;left;12
4042;left;12
4043;left;12
4044;left;12
4045;left;12
4046;left;12
4047;left;12
4048;left;12
4049;left;12
4050;left;12
4051;left;12
4052;left;12
4053;left;12
4054;left;12
4055;left;12
4056;left;12
4057;left;12
4058;left;12
4059;left;12
4060;left;12
4061;left;12
4062;left;12
4063;left;12
4064;left;12
4065;left;12
4066;left;12
4067;left;12
4068;left;12
4069;left;12
4070;left;12
4071;left;12
4072;left;12
4073;left;12
4074;left;12
4075;left;12
4076;left;12
4077;left;12
4078;left;12
4079;left;12
4080;left;12
4081;left;12
4082;left;12
4083;left;12
4084;left;12
4085;left;12
4086;left;12
