0.077082,0.17053,0.29985,0.47437,0.6931,0.94701,1.2232,1.5072,1.7853,2.048,2.2906,2.5142,2.722,2.9154,3.0966,3.2686,3.4341,3.5951,3.7523,3.9057,4.0555,4.2026,4.3472,4.4893,4.6292,4.7673,4.9037,5.0382,5.1699,5.2977,2.0489,4.1016,6.1551,8.207,10.256,12.303,14.349,16.395,18.441,20.483,22.513,24.527,26.518,28.481,30.408,32.291,34.126,35.908,37.64,39.319,40.947,42.523,44.048,45.517,46.931,48.292,49.609,50.895,52.157,53.398
-2.2135e-07,3.0177e-06,5.4322e-06,2.8252e-06,-6.8273e-06,-2.4989e-05,-5.1042e-05,-8.4297e-05,-0.0001243,-0.00017051,-0.00022238,-0.00027924,-0.00034056,-0.00040617,-0.00047613,-0.00055022,-0.00062822,-0.00070962,-0.000794,-0.00088109,-0.00097061,-0.0010604,-0.001149,-0.0012361,-0.0013194,-0.0013963,-0.0014661,-0.001531,-0.0015909,-0.0016459,0.0066914,0.011022,0.013543,0.01478,0.015239,0.015388,0.015415,0.015418,0.015431,0.015455,0.015483,0.015511,0.015537,0.01556,0.01558,0.015594,0.015637,0.015804,0.016211,0.016996,0.018313,0.020322,0.023189,0.0271,0.032233,0.038757,0.046828,0.056577,0.068137,0.081642
-0.0053374,-0.016254,-0.031253,-0.04915,-0.068966,-0.08995,-0.11175,-0.13409,-0.15681,-0.17975,-0.20283,-0.22599,-0.24924,-0.27249,-0.29573,-0.319,-0.34232,-0.36583,-0.38967,-0.41396,-0.4389,-0.46465,-0.49133,-0.51904,-0.54804,-0.57848,-0.61037,-0.64368,-0.67839,-0.71444,0.80079,1.6015,2.4019,3.2021,4.0022,4.8023,5.6025,6.4029,7.2038,8.0053,8.8072,9.6095,10.412,11.215,12.018,12.822,13.626,14.43,15.234,16.039,16.844,17.649,18.452,19.255,20.055,20.851,21.643,22.431,23.214,23.991
-0.0015986,-0.0028022,-0.0042036,-0.0061825,-0.0086865,-0.011548,-0.015069,-0.019357,-0.024649,-0.031265,-0.039383,-0.048744,-0.059022,-0.069619,-0.079782,-0.089203,-0.097887,-0.1055,-0.11201,-0.11756,-0.12229,-0.12644,-0.12984,-0.13297,-0.13609,-0.13933,-0.14259,-0.14593,-0.14956,-0.1535,1.9415,3.8986,5.8706,7.8571,9.858,11.873,13.902,15.945,18.002,20.072,22.155,24.252,26.362,28.485,30.618,32.759,34.902,37.039,39.164,41.272,43.36,45.428,47.474,49.497,51.497,53.475,55.431,57.364,59.275,61.168
0.00074317,0.00081958,0.00088189,0.0013756,0.0023318,0.0035959,0.005211,0.0074468,0.010634,0.014858,0.020092,0.025994,0.032233,0.03826,0.043164,0.046401,0.048307,0.049654,0.051092,0.053141,0.055992,0.059718,0.064357,0.069594,0.075046,0.080612,0.085536,0.089533,0.092525,0.094737,2.1962,4.3969,6.6017,8.8105,11.024,13.24,15.46,17.683,19.907,22.132,24.359,26.586,28.813,31.041,33.268,35.495,37.721,39.946,42.171,44.394,46.615,48.832,51.044,53.247,55.441,57.622,59.791,61.945,64.082,66.201
-0.057803,-0.15035,-0.27896,-0.44719,-0.66008,-0.92209,-1.2359,-1.6015,-2.0162,-2.4766,-2.9786,-3.5178,-4.0901,-4.6916,-5.3185,-5.9666,-6.6309,-7.3069,-7.9923,-8.6855,-9.3854,-10.091,-10.803,-11.518,-12.238,-12.959,-13.682,-14.406,-15.131,-15.859,0.74333,1.4839,2.2192,2.9453,3.6574,4.3506,5.0196,5.6603,6.2699,6.8468,7.3897,7.8983,8.3719,8.8092,9.2091,9.5728,9.9037,10.206,10.484,10.741,10.981,11.208,11.425,11.634,11.838,12.039,12.239,12.442,12.647,12.856
0.0026861,0.0023756,8.0522e-05,-0.003647,-0.0079962,-0.011967,-0.014983,-0.016591,-0.016528,-0.015074,-0.012959,-0.010499,-0.0080272,-0.0069147,-0.0072125,-0.0081154,-0.0087421,-0.0090195,-0.0077045,-0.0054468,-0.0032144,-0.0014554,-0.0010626,-0.002587,-0.0066786,-0.014158,-0.025766,-0.042343,-0.063648,-0.087774,2.1864,4.3703,6.5464,8.7057,10.834,12.913,14.924,16.853,18.688,20.426,22.071,23.625,25.091,26.467,27.747,28.923,29.993,30.962,31.843,32.655,33.416,34.145,34.854,35.549,36.236,36.918,37.592,38.254,38.902,39.531
-0.00011524,-0.00039077,-0.00056185,-0.00065,-0.00067009,-0.00058213,-0.00043898,-0.00022458,6.8867e-05,0.00047745,0.00093884,0.0015205,0.0022417,0.002968,0.0036428,0.0041965,0.0047998,0.0055635,0.0068299,0.0088942,0.011995,0.016415,0.021976,0.02853,0.036029,0.044875,0.05596,0.070087,0.087425,0.10766,0.20277,0.43068,0.68443,0.96449,1.2711,1.6043,1.9635,2.3486,2.7593,3.1958,3.6577,4.1447,4.6562,5.1904,5.7452,6.3178,6.9053,7.505,8.1144,8.7318,9.3563,9.9872,10.624,11.266,11.914,12.566,13.222,13.879,14.536,15.19
-0.00020612,-0.00022166,0.00015253,0.00092722,0.0021542,0.0037514,0.0054612,0.0071999,0.0090634,0.011227,0.013498,0.015673,0.017819,0.019933,0.021913,0.023433,0.024662,0.025649,0.026439,0.027326,0.028722,0.030977,0.034226,0.038353,0.043273,0.048992,0.055483,0.062452,0.069558,0.076599,0.96051,1.9495,2.9673,4.0144,5.0907,6.1964,7.331,8.4945,9.6867,10.907,12.156,13.432,14.736,16.065,17.419,18.796,20.196,21.617,23.058,24.517,25.99,27.477,28.973,30.478,31.987,33.5,35.013,36.525,38.034,39.539
-0.0085301,-0.022158,-0.042682,-0.072586,-0.11425,-0.16993,-0.24323,-0.33974,-0.46572,-0.62735,-0.83131,-1.0843,-1.391,-1.7527,-2.1679,-2.6334,-3.144,-3.6924,-4.2714,-4.8748,-5.4972,-6.1343,-6.7827,-7.441,-8.1081,-8.7845,-9.4701,-10.164,-10.867,-11.576,0.71712,1.438,2.162,2.8884,3.6167,4.3462,5.0761,5.8045,6.5286,7.2447,7.9484,8.6338,9.2949,9.927,10.527,11.091,11.618,12.102,12.541,12.932,13.273,13.561,13.798,13.986,14.131,14.24,14.32,14.375,14.412,14.436
